% of total tram-km in the country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,Belgium,Bulgaria,Croatia,Cyprus,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Netherlands,Norway,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Switzerland,UK
0.728539752930,21.058789119626,100.000000000000,9.375000000000,no trams,33.365109628217,100.000000000000,100.000000000000,85.714285714286,1.648572577402,1.301698802953,100.000000000000,83.027763226820,no trams,100.000000000000,3.339567192092,11.687704534829,no trams,no trams,100.000000000000,no trams,29.704797047971,12.429731417864,3.069296487712,8.533501896334,12.962462867945,43.278688524590,no trams,28.639356254572,70.925110132159,29.245492989094,5.521472392638
18.942033576180,19.888856390758,,90.625000000000,,10.247855100095,,,14.285714285714,0.361881785283,0.226507060426,,2.304871660555,,,3.205984504408,3.225806451613,,,,,27.675276752768,82.073703935041,1.550469359772,30.341340075853,2.160410477991,50.273224043716,,11.119239209949,2.422907488987,14.867571778322,1.226993865031
6.176750079189,40.625914009944,,,,8.865586272641,,,,0.696957512398,5.447638162139,,6.024096385542,,,2.030456852792,85.086489013558,,,,,38.745387453875,5.496564647096,1.582111591604,44.247787610620,6.130164731299,6.448087431694,,2.048280907096,9.251101321586,16.024927665257,4.294478527607
8.489071903706,9.651945013162,,,,6.482364156339,,,,1.943439217263,1.057988674647,,8.643268727082,,,2.057173390329,,,,,,3.874538745387,,5.505748338783,8.849557522124,38.617337294086,,,5.815654718361,17.400881057269,3.472067660806,9.202453987730
56.034209692746,8.774495466511,,,,31.315538608198,,,,8.859402224903,0.430076697011,,,,,1.683141864814,,,,,,,,2.636852652674,8.027812895070,3.240615716986,,,10.168251645940,,3.939461384376,37.116564417178
9.629394995249,,,,,9.723546234509,,,,1.916633159094,2.408429503261,,,,,48.570665241785,,,,,,,,0.949266954963,,4.509856872806,,,6.400877834674,,32.450478522146,12.883435582822
,,,,,,,,,2.171290711701,2.746756504910,,,,,3.152551429335,,,,,,,,18.816580529480,,5.509046718877,,,3.035844915874,,,8.895705521472
,,,,,,,,,1.903230130009,0.845817504122,,,,,2.778519903820,,,,,,,,8.965299019091,,9.451795841210,,,5.523043160205,,,5.214723926380
,,,,,,,,,2.546575526069,0.506056913483,,,,,4.728827144002,,,,,,,,1.476637485497,,4.509856872806,,,0.804681784931,,,15.644171779141
,,,,,,,,,3.967296609034,1.132535302129,,,,,10.419449639327,,,,,,,,14.871848961080,,2.781528490413,,,1.792245793709,,,
